,Country,Region_x,Happiness Rank_x,Happiness Score_x,Standard Error,Economy (GDP per Capita)_x,Family_x,Health (Life Expectancy)_x,Freedom_x,Trust (Government Corruption)_x,Generosity_x,Dystopia Residual_x,Region_y,Happiness Rank_y,Happiness Score_y,Lower Confidence Interval,Upper Confidence Interval,Economy (GDP per Capita)_y,Family_y,Health (Life Expectancy)_y,Freedom_y,Trust (Government Corruption)_y,Generosity_y,Dystopia Residual_y,_merge
79,Azerbaijan,Central and Eastern Europe,80.0,5.212000000000001,0.03363,1.02389,0.9379299999999999,0.64045,0.3703,0.16065,0.07799,2.00073,Central and Eastern Europe,81.0,5.291,5.226,5.356,1.12373,0.76042,0.54504,0.35327,0.17914000000000002,0.0564,2.2735,both
80,Pakistan,Southern Asia,81.0,5.194,0.03726,0.59543,0.41411000000000003,0.51466,0.12102,0.10464000000000001,0.33671,3.1070900000000004,Southern Asia,92.0,5.132000000000001,5.038,5.226,0.68816,0.26135,0.40306,0.14622000000000002,0.1388,0.31185,3.18286,both
81,Jordan,Middle East and Northern Africa,82.0,5.192,0.045239999999999995,0.9019799999999999,1.05392,0.69639,0.40660999999999997,0.14293,0.11052999999999999,1.8799599999999999,Middle East and Northern Africa,80.0,5.303,5.187,5.419,0.9967299999999999,0.86216,0.60712,0.36023,0.13297,0.14262,2.20142,both
82,Montenegro,Central and Eastern Europe,82.0,5.192,0.05235,0.9743799999999999,0.9055700000000001,0.72521,0.1826,0.14296,0.1614,2.10017,Central and Eastern Europe,88.0,5.1610000000000005,5.055,5.267,1.07838,0.74173,0.6353300000000001,0.15111,0.12721,0.17190999999999998,2.2553099999999997,both
83,China,Eastern Asia,84.0,5.14,0.02424,0.89012,0.94675,0.81658,0.5169699999999999,0.02781,0.08185,1.8604,Eastern Asia,83.0,5.245,5.199,5.291,1.0278,0.79381,0.73561,0.44011999999999996,0.02745,0.049589999999999995,2.17087,both
84,Zambia,Sub-Saharan Africa,85.0,5.129,0.06988,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,2.6343,Sub-Saharan Africa,106.0,4.795,4.645,4.945,0.61202,0.6376,0.23573000000000002,0.42662,0.11479,0.17865999999999999,2.5899099999999997,both
85,Romania,Central and Eastern Europe,86.0,5.124,0.06607,1.04345,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002,Central and Eastern Europe,71.0,5.528,5.4270000000000005,5.629,1.1697,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,2.4518400000000002,both
86,Serbia,Central and Eastern Europe,87.0,5.122999999999999,0.048639999999999996,0.92053,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2.025,Central and Eastern Europe,86.0,5.1770000000000005,5.083,5.271,1.03437,0.81329,0.6458,0.15718,0.04339,0.20736999999999997,2.2753900000000002,both
87,Portugal,Western Europe,88.0,5.102,0.04802,1.15991,1.13935,0.8751899999999999,0.51469,0.01078,0.13719,1.26462,Western Europe,94.0,5.122999999999999,5.03,5.216,1.27607,0.9436700000000001,0.7936300000000001,0.44727,0.01521,0.11690999999999999,1.53015,both
88,Latvia,Central and Eastern Europe,89.0,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,1.62215,Central and Eastern Europe,68.0,5.56,5.486000000000001,5.6339999999999995,1.2178799999999999,0.95025,0.63952,0.27996,0.0889,0.17445,2.20859,both
89,Philippines,Southeastern Asia,90.0,5.073,0.049339999999999995,0.70532,1.03516,0.58114,0.62545,0.12279000000000001,0.24991,1.7536,Southeastern Asia,82.0,5.279,5.16,5.398,0.81217,0.87877,0.47036000000000006,0.5485399999999999,0.11757000000000001,0.21674000000000002,2.23484,both
90,Somaliland region,Sub-Saharan Africa,91.0,5.0569999999999995,0.061610000000000005,0.18847,0.95152,0.43873,0.46581999999999996,0.39928,0.5031800000000001,2.11032,,,,,,,,,,,,,left_only
91,Morocco,Middle East and Northern Africa,92.0,5.013,0.0342,0.7347899999999999,0.64095,0.60954,0.41691000000000006,0.08546000000000001,0.07172,2.4537299999999997,Middle East and Northern Africa,90.0,5.151,5.058,5.244,0.8405799999999999,0.38595,0.5947100000000001,0.25645999999999997,0.08404,0.040530000000000004,2.9489099999999997,both
92,Macedonia,Central and Eastern Europe,93.0,5.007,0.05376,0.91851,1.00232,0.73545,0.33457,0.053270000000000005,0.22359,1.7393299999999998,Central and Eastern Europe,95.0,5.121,5.0169999999999995,5.225,1.0193,0.78236,0.6473800000000001,0.27668000000000004,0.07047,0.23506999999999997,2.08947,both
93,Mozambique,Sub-Saharan Africa,94.0,4.971,0.07896,0.08308,1.02626,0.09131,0.34037,0.15603,0.22269,3.05137,,,,,,,,,,,,,left_only
94,Albania,Central and Eastern Europe,95.0,4.959,0.05013,0.8786700000000001,0.8043399999999999,0.81325,0.35733000000000004,0.06412999999999999,0.14272,1.89894,Central and Eastern Europe,109.0,4.655,4.546,4.763999999999999,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.9281599999999999,both
95,Bosnia and Herzegovina,Central and Eastern Europe,96.0,4.949,0.06913,0.8322299999999999,0.9191600000000001,0.79081,0.09245,0.00227,0.24808000000000002,2.06367,Central and Eastern Europe,87.0,5.162999999999999,5.063,5.263,0.9338299999999999,0.64367,0.7076600000000001,0.09511,0.0,0.29889,2.48406,both
96,Lesotho,Sub-Saharan Africa,97.0,4.898,0.09437999999999999,0.37545,1.04103,0.07612000000000001,0.31767,0.12504,0.16388,2.79832,,,,,,,,,,,,,left_only
97,Dominican Republic,Latin America and Caribbean,98.0,4.885,0.07446,0.8953700000000001,1.17202,0.66825,0.57672,0.14234000000000002,0.21684,1.21305,Latin America and Caribbean,89.0,5.155,5.037,5.273,1.02787,0.9949600000000001,0.5766899999999999,0.52259,0.12372000000000001,0.21286,1.6962599999999999,both
98,Laos,Southeastern Asia,99.0,4.876,0.06698,0.5906600000000001,0.73803,0.54909,0.59591,0.24249,0.42191999999999996,1.7379900000000001,Southeastern Asia,102.0,4.876,4.742,5.01,0.68042,0.5497,0.38291,0.52168,0.22423,0.43078999999999995,2.08637,both
99,Mongolia,Eastern Asia,100.0,4.874,0.03313,0.82819,1.3006,0.60268,0.43626000000000004,0.026660000000000003,0.3323,1.34759,Eastern Asia,101.0,4.907,4.838,4.976,0.9885299999999999,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003,1.53586,both
100,Swaziland,Sub-Saharan Africa,101.0,4.867,0.08742,0.71206,1.07284,0.07566,0.30658,0.0306,0.18259,2.48676,,,,,,,,,,,,,left_only
101,Greece,Western Europe,102.0,4.857,0.05062,1.15406,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998,Western Europe,99.0,5.033,4.935,5.131,1.24886,0.75473,0.80029,0.05822000000000001,0.04127,0.0,2.12944,both
102,Lebanon,Middle East and Northern Africa,103.0,4.8389999999999995,0.04337,1.0256399999999999,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059,Middle East and Northern Africa,93.0,5.129,5.031000000000001,5.227,1.12268,0.64184,0.76171,0.26228,0.030610000000000002,0.23693000000000003,2.0733900000000003,both
103,Hungary,Central and Eastern Europe,104.0,4.8,0.061070000000000006,1.12094,1.20215,0.75905,0.32111999999999996,0.02758,0.128,1.24074,Central and Eastern Europe,91.0,5.145,5.056,5.234,1.24142,0.9316399999999999,0.67608,0.1977,0.044719999999999996,0.099,1.9547299999999999,both
104,Honduras,Latin America and Caribbean,105.0,4.788,0.056479999999999995,0.59532,0.9534799999999999,0.6951,0.40148,0.06825,0.23026999999999997,1.84408,Latin America and Caribbean,104.0,4.871,4.75,4.992,0.69429,0.7559600000000001,0.5838300000000001,0.26755,0.06906,0.2044,2.2955099999999997,both
105,Tajikistan,Central and Eastern Europe,106.0,4.7860000000000005,0.03198,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.15072,0.22974,2.1139900000000003,Central and Eastern Europe,100.0,4.996,4.923,5.069,0.48835,0.75602,0.5311899999999999,0.43408,0.13509000000000002,0.25998000000000004,2.39106,both
106,Tunisia,Middle East and Northern Africa,107.0,4.739,0.03589,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,Middle East and Northern Africa,98.0,5.045,4.965,5.125,0.97724,0.43165,0.59577,0.23553000000000002,0.0817,0.03936,2.68413,both
107,Palestinian Territories,Middle East and Northern Africa,108.0,4.715,0.04394,0.59867,0.92558,0.66015,0.24499,0.12905,0.11250999999999999,2.0438400000000003,Middle East and Northern Africa,108.0,4.754,4.649,4.859,0.67024,0.71629,0.56844,0.17744000000000001,0.10613,0.11154000000000001,2.40364,both
108,Bangladesh,Southern Asia,109.0,4.694,0.03077,0.39753,0.43106000000000005,0.60164,0.4082,0.12569,0.21222,2.51767,Southern Asia,110.0,4.643,4.56,4.726,0.54177,0.24749000000000002,0.52989,0.39778,0.12583,0.19132000000000002,2.6090400000000002,both
109,Iran,Middle East and Northern Africa,110.0,4.686,0.044489999999999995,1.0088,0.54447,0.69805,0.30033000000000004,0.058629999999999995,0.38086,1.6944,Middle East and Northern Africa,105.0,4.813,4.703,4.923,1.11758,0.38856999999999997,0.64232,0.22544,0.0557,0.38538,1.99817,both
110,Ukraine,Central and Eastern Europe,111.0,4.681,0.04412,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,Central and Eastern Europe,123.0,4.324,4.236000000000001,4.412,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066,both
111,Iraq,Middle East and Northern Africa,112.0,4.677,0.052320000000000005,0.98549,0.81889,0.60237,0.0,0.13788,0.17922000000000002,1.95335,Middle East and Northern Africa,112.0,4.575,4.446000000000001,4.704,1.07474,0.59205,0.51076,0.24856,0.13635999999999998,0.19589,1.81657,both
112,South Africa,Sub-Saharan Africa,113.0,4.6419999999999995,0.04585,0.9204899999999999,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998,Sub-Saharan Africa,116.0,4.459,4.371,4.547,1.02416,0.9605299999999999,0.18611,0.42483000000000004,0.08415,0.13656,1.6422700000000001,both
113,Ghana,Sub-Saharan Africa,114.0,4.633,0.04742,0.5455800000000001,0.6795399999999999,0.40131999999999995,0.42341999999999996,0.04355,0.23087,2.30919,Sub-Saharan Africa,124.0,4.276,4.185,4.367,0.63107,0.49353,0.29681,0.40973000000000004,0.0326,0.21203000000000002,2.2002,both
114,Zimbabwe,Sub-Saharan Africa,115.0,4.61,0.0429,0.271,1.0327600000000001,0.33475,0.25861,0.08079,0.18987,2.44191,Sub-Saharan Africa,131.0,4.1930000000000005,4.101,4.285,0.35041,0.71478,0.1595,0.25429,0.08582000000000001,0.18503,2.4427,both
115,Liberia,Sub-Saharan Africa,116.0,4.571000000000001,0.11068,0.0712,0.78968,0.34201,0.28531,0.06232000000000001,0.24361999999999998,2.7772900000000003,Sub-Saharan Africa,150.0,3.622,3.463,3.781,0.10705999999999999,0.50353,0.23165,0.25748000000000004,0.04852,0.24063,2.23284,both
116,India,Southern Asia,117.0,4.565,0.02043,0.64499,0.38174,0.5152899999999999,0.39786,0.08492000000000001,0.26475,2.27513,Southern Asia,118.0,4.404,4.351,4.457,0.74036,0.29247,0.45091000000000003,0.40285,0.08722,0.25028,2.18032,both
117,Sudan,Sub-Saharan Africa,118.0,4.55,0.0674,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857,Sub-Saharan Africa,133.0,4.138999999999999,3.928,4.35,0.63069,0.8192799999999999,0.29759,0.0,0.10039,0.18077000000000001,2.10995,both
118,Haiti,Latin America and Caribbean,119.0,4.518,0.07331,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2.24173,Latin America and Caribbean,136.0,4.0280000000000005,3.8930000000000002,4.163,0.34097,0.29561,0.27494,0.12072000000000001,0.14476,0.47958,2.3711599999999997,both
119,Congo (Kinshasa),Sub-Saharan Africa,120.0,4.5169999999999995,0.0368,0.0,1.0012,0.09806000000000001,0.22605,0.07625,0.24834,2.86712,Sub-Saharan Africa,125.0,4.272,4.191,4.353,0.05661,0.80676,0.188,0.15602,0.06075,0.25458000000000003,2.7492400000000004,both
120,Nepal,Southern Asia,121.0,4.513999999999999,0.03607,0.35996999999999996,0.86449,0.5687399999999999,0.38282,0.059070000000000004,0.32295999999999997,1.9563700000000002,Southern Asia,107.0,4.793,4.698,4.888,0.44626000000000005,0.69699,0.50073,0.37012,0.07007999999999999,0.3816,2.32694,both
121,Ethiopia,Sub-Saharan Africa,122.0,4.512,0.0378,0.19072999999999998,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,Sub-Saharan Africa,115.0,4.508,4.425,4.591,0.29283000000000003,0.37932,0.34578000000000003,0.36703,0.1717,0.29522,2.65614,both
122,Sierra Leone,Sub-Saharan Africa,123.0,4.507,0.07067999999999999,0.33024000000000003,0.9557100000000001,0.0,0.4084,0.08786000000000001,0.21488000000000002,2.51009,Sub-Saharan Africa,111.0,4.635,4.505,4.765,0.36485,0.628,0.0,0.30685,0.08196,0.23897,3.01402,both
123,Mauritania,Sub-Saharan Africa,124.0,4.436,0.03947,0.45407,0.86908,0.35874,0.24231999999999998,0.17461,0.21899999999999997,2.11773,Sub-Saharan Africa,130.0,4.2010000000000005,4.127,4.275,0.6139100000000001,0.8414200000000001,0.28639000000000003,0.1268,0.17955,0.22685999999999998,1.9263,both
124,Kenya,Sub-Saharan Africa,125.0,4.419,0.04734,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,Sub-Saharan Africa,122.0,4.356,4.2589999999999995,4.453,0.52267,0.7624,0.30146999999999996,0.40576,0.06686,0.41328000000000004,1.88326,both
125,Djibouti,Sub-Saharan Africa,126.0,4.369,0.08096,0.44025,0.59207,0.36291,0.46074,0.28105,0.18093,2.05125,,,,,,,,,,,,,left_only
126,Armenia,Central and Eastern Europe,127.0,4.35,0.04763,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.039,0.07855,1.75873,Central and Eastern Europe,121.0,4.36,4.266,4.454,0.8608600000000001,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,1.9786400000000002,both
127,Botswana,Sub-Saharan Africa,128.0,4.332,0.049339999999999995,0.99355,1.10464,0.047760000000000004,0.49495,0.12474,0.10461,1.46181,Sub-Saharan Africa,137.0,3.9739999999999998,3.875,4.073,1.09426,0.89186,0.34752,0.44088999999999995,0.10769000000000001,0.12425,0.96741,both
128,Myanmar,Southeastern Asia,129.0,4.3069999999999995,0.04351,0.27108000000000004,0.70905,0.48246000000000006,0.44017,0.19034,0.79588,1.41805,Southeastern Asia,119.0,4.395,4.327,4.463,0.34112,0.69981,0.3988,0.42691999999999997,0.20243,0.81971,1.50655,both
129,Georgia,Central and Eastern Europe,130.0,4.297,0.042210000000000004,0.7419,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541,Central and Eastern Europe,126.0,4.252,4.164,4.34,0.8379200000000001,0.19249000000000002,0.64035,0.32461,0.3188,0.06786,1.87031,both
130,Malawi,Sub-Saharan Africa,131.0,4.292,0.0613,0.016040000000000002,0.41134,0.22562,0.43054,0.06977,0.33128,2.8079099999999997,Sub-Saharan Africa,132.0,4.156000000000001,4.041,4.271,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859,both
131,Sri Lanka,Southern Asia,132.0,4.271,0.03751,0.83524,1.01905,0.70806,0.5372600000000001,0.09179,0.40828000000000003,0.67108,Southern Asia,117.0,4.415,4.322,4.508,0.9731799999999999,0.84783,0.62007,0.50817,0.07964,0.46978000000000003,0.91681,both
132,Cameroon,Sub-Saharan Africa,133.0,4.252,0.04678,0.4225,0.8876700000000001,0.23401999999999998,0.49309,0.05786,0.20618000000000003,1.95071,Sub-Saharan Africa,114.0,4.513,4.417,4.609,0.5249699999999999,0.62542,0.12697999999999998,0.42736,0.06126,0.2268,2.5198,both
133,Bulgaria,Central and Eastern Europe,134.0,4.218,0.04828,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,Central and Eastern Europe,129.0,4.217,4.104,4.33,1.11306,0.92542,0.67806,0.21219000000000002,0.00615,0.12793,1.15377,both
134,Egypt,Middle East and Northern Africa,135.0,4.194,0.0326,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,Middle East and Northern Africa,120.0,4.362,4.2589999999999995,4.465,0.95395,0.49813,0.5211600000000001,0.18847,0.10393,0.12705999999999998,1.96895,both
135,Yemen,Middle East and Northern Africa,136.0,4.077,0.04367,0.5464899999999999,0.68093,0.40064,0.35570999999999997,0.07854,0.09131,1.92313,Middle East and Northern Africa,147.0,3.7239999999999998,3.6210000000000004,3.827,0.57939,0.47493,0.31048000000000003,0.2287,0.05892000000000001,0.09821,1.97295,both
136,Angola,Sub-Saharan Africa,137.0,4.033,0.047580000000000004,0.75778,0.8604,0.16683,0.10384000000000002,0.07122,0.12344000000000001,1.9493900000000002,Sub-Saharan Africa,141.0,3.866,3.753,3.9789999999999996,0.84731,0.66366,0.04991,0.00589,0.08434,0.12070999999999998,2.09459,both
137,Mali,Sub-Saharan Africa,138.0,3.995,0.05602000000000001,0.26074,1.03526,0.20583,0.38856999999999997,0.12352,0.18798,1.79293,Sub-Saharan Africa,135.0,4.073,3.988,4.158,0.31292,0.8633299999999999,0.16347,0.27544,0.13647,0.21064000000000002,2.1108700000000002,both
138,Congo (Brazzaville),Sub-Saharan Africa,139.0,3.989,0.06682,0.67866,0.6629,0.31051,0.41466000000000003,0.11685999999999999,0.12387999999999999,1.68135,Sub-Saharan Africa,127.0,4.236000000000001,4.107,4.365,0.7710899999999999,0.47798999999999997,0.28212,0.37938,0.09752999999999999,0.12077,2.10681,both
139,Comoros,Sub-Saharan Africa,140.0,3.9560000000000004,0.04797,0.23906,0.79273,0.36315,0.22916999999999998,0.19899999999999998,0.17440999999999998,1.95812,Sub-Saharan Africa,138.0,3.9560000000000004,3.86,4.052,0.27509,0.60323,0.29980999999999997,0.15412,0.18437,0.1827,2.25632,both
140,Uganda,Sub-Saharan Africa,141.0,3.931,0.04317,0.21101999999999999,1.13299,0.33860999999999997,0.45726999999999995,0.07267,0.29066,1.42766,Sub-Saharan Africa,145.0,3.739,3.6289999999999996,3.8489999999999998,0.34719,0.90981,0.19625,0.43653000000000003,0.06442,0.27102,1.51416,both
141,Senegal,Sub-Saharan Africa,142.0,3.904,0.03608,0.36498,0.97619,0.4354,0.36772,0.10712999999999999,0.20843000000000003,1.44395,Sub-Saharan Africa,128.0,4.218999999999999,4.151,4.287,0.44314,0.7741600000000001,0.40457,0.31056,0.11681,0.19103,1.9786099999999998,both
142,Gabon,Sub-Saharan Africa,143.0,3.8960000000000004,0.04547,1.06024,0.90528,0.43372,0.31914000000000003,0.11091,0.06822,0.99895,Sub-Saharan Africa,134.0,4.121,4.03,4.212,1.15851,0.72368,0.3494,0.28098,0.09314,0.062439999999999996,1.4533200000000002,both
143,Niger,Sub-Saharan Africa,144.0,3.845,0.036019999999999996,0.0694,0.77265,0.29707,0.47691999999999996,0.15639,0.19387000000000001,1.87877,Sub-Saharan Africa,142.0,3.8560000000000003,3.781,3.931,0.1327,0.6053,0.26161999999999996,0.38040999999999997,0.17176,0.2097,2.09469,both
144,Cambodia,Southeastern Asia,145.0,3.819,0.05069,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,Southeastern Asia,140.0,3.907,3.798,4.016,0.55604,0.5375,0.42494,0.5885199999999999,0.08092,0.40339,1.3157299999999998,both
145,Tanzania,Sub-Saharan Africa,146.0,3.781,0.05061,0.2852,1.00268,0.38215,0.32878,0.05747000000000001,0.34376999999999996,1.38079,Sub-Saharan Africa,149.0,3.6660000000000004,3.5610000000000004,3.7710000000000004,0.47155,0.77623,0.35700000000000004,0.3176,0.05099,0.31472,1.3776899999999999,both
146,Madagascar,Sub-Saharan Africa,147.0,3.681,0.03633,0.20824,0.66801,0.46721,0.19184,0.08123999999999999,0.21333000000000002,1.851,Sub-Saharan Africa,148.0,3.695,3.6210000000000004,3.7689999999999997,0.27954,0.46115,0.37109000000000003,0.13684000000000002,0.07506,0.2204,2.15075,both
147,Central African Republic,Sub-Saharan Africa,148.0,3.678,0.06112000000000001,0.0785,0.0,0.06699,0.48878999999999995,0.08288999999999999,0.23835,2.7223,,,,,,,,,,,,,left_only
148,Chad,Sub-Saharan Africa,149.0,3.667,0.0383,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.9429599999999998,Sub-Saharan Africa,144.0,3.763,3.6719999999999997,3.8539999999999996,0.42213999999999996,0.63178,0.038239999999999996,0.12807000000000002,0.04952,0.18667,2.3063700000000003,both
149,Guinea,Sub-Saharan Africa,150.0,3.656,0.0359,0.17417,0.46475,0.24009,0.37725,0.12139000000000001,0.28657,1.9917200000000002,Sub-Saharan Africa,151.0,3.6069999999999998,3.533,3.681,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2.15604,both
150,Ivory Coast,Sub-Saharan Africa,151.0,3.655,0.051410000000000004,0.46534,0.77115,0.15185,0.46866,0.17922000000000002,0.20165,1.41723,Sub-Saharan Africa,139.0,3.9160000000000004,3.826,4.006,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,1.97478,both
151,Burkina Faso,Sub-Saharan Africa,152.0,3.5869999999999997,0.04324,0.25811999999999996,0.85188,0.27125,0.39493,0.12832000000000002,0.21746999999999997,1.46494,Sub-Saharan Africa,145.0,3.739,3.647,3.8310000000000004,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353000000000002,1.8731900000000001,both
152,Afghanistan,Southern Asia,153.0,3.575,0.03084,0.31982,0.30285,0.30335,0.23414000000000001,0.09719,0.3651,1.9521,Southern Asia,154.0,3.36,3.2880000000000003,3.432,0.38227,0.11037000000000001,0.17344,0.1643,0.07112,0.31268,2.14558,both
153,Rwanda,Sub-Saharan Africa,154.0,3.465,0.03464,0.22208000000000003,0.7737,0.42863999999999997,0.59201,0.55191,0.22628,0.67042,Sub-Saharan Africa,152.0,3.515,3.444,3.5860000000000003,0.32846,0.6158600000000001,0.31865,0.5432,0.50521,0.23551999999999998,0.96819,both
154,Benin,Sub-Saharan Africa,155.0,3.34,0.03656,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.6332799999999998,Sub-Saharan Africa,153.0,3.484,3.404,3.5639999999999996,0.39499,0.10419,0.21028000000000002,0.39747,0.06681000000000001,0.2018,2.10812,both
155,Syria,Middle East and Northern Africa,156.0,3.0060000000000002,0.05015,0.6632,0.47489,0.7219300000000001,0.15684,0.18905999999999998,0.47179,0.32858000000000004,Middle East and Northern Africa,156.0,3.069,2.9360000000000004,3.202,0.7471899999999999,0.14866,0.6299399999999999,0.06912,0.17232999999999998,0.48396999999999996,0.81789,both
156,Burundi,Sub-Saharan Africa,157.0,2.905,0.08657999999999999,0.0153,0.41586999999999996,0.22396,0.1185,0.10062,0.19727,1.83302,Sub-Saharan Africa,157.0,2.905,2.7319999999999998,3.0780000000000003,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.1040400000000004,both
157,Togo,Sub-Saharan Africa,158.0,2.839,0.06727000000000001,0.20868,0.13995,0.28443,0.36453,0.10730999999999999,0.16680999999999999,1.56726,Sub-Saharan Africa,155.0,3.303,3.1919999999999997,3.4139999999999997,0.28123000000000004,0.0,0.24811,0.34678000000000003,0.11587,0.17517,2.1354,both
158,Puerto Rico,,,,,,,,,,,,Latin America and Caribbean,15.0,7.039,6.794,7.284,1.35943,1.08113,0.77758,0.46823000000000004,0.12275,0.22202,3.0076,right_only
159,Belize,,,,,,,,,,,,Latin America and Caribbean,52.0,5.956,5.71,6.202000000000001,0.87616,0.68655,0.45569,0.51231,0.10770999999999999,0.23684000000000002,3.08039,right_only
160,Somalia,,,,,,,,,,,,Sub-Saharan Africa,76.0,5.44,5.321000000000001,5.559,0.0,0.33613000000000004,0.11465999999999998,0.5677800000000001,0.3118,0.27225,3.8377199999999996,right_only
161,Somaliland Region,,,,,,,,,,,,Sub-Saharan Africa,97.0,5.0569999999999995,4.934,5.18,0.25558000000000003,0.75862,0.33108000000000004,0.3913,0.36794,0.51479,2.43801,right_only
162,Namibia,,,,,,,,,,,,Sub-Saharan Africa,113.0,4.574,4.374,4.774,0.9328700000000001,0.70362,0.34745,0.48613999999999996,0.10397999999999999,0.07795,1.92198,right_only
163,South Sudan,,,,,,,,,,,,Sub-Saharan Africa,143.0,3.832,3.596,4.0680000000000005,0.39394,0.18519000000000002,0.15780999999999998,0.19662000000000002,0.13015,0.25899,2.50929,right_only
